State-Reporting,School Type-Original,Street Address-Line 2,Street Address-Line 1,Zip Code,State-Physical,School Level-Standardized,County,City,School ID,School Name,District ID,District Name,School Level-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data
IN,Public,,1300 Orchard St,46808,IN,Primary,Allen,Fort Wayne,0149,Bloomingdale Elementary,0235,Fort Wayne Community Schools,PK-05,Y,,N,,,10/1/2017,10,2017,357,18,339,0,,5731,0,309,,5261,0,284,,,21,21,,Breakfast in the classroom,,,,,,,5731,272.904761905,5261,250.523809524,IN@0149@0235,180363000517,SY17-18,,339,0.948841060,Public,,,,BIC,,
IN,Public,,3710 Stafford Dr,46805,IN,Primary,Allen,Fort Wayne,0153,Brentwood Elementary,0235,Fort Wayne Community Schools,PK-05,Y,,N,,,10/1/2017,10,2017,484,133,351,0,,5602,0,2132,,5101,0,1941,,,21,21,,Breakfast in the classroom,,,,,,,5602,266.761904762,5101,242.904761905,IN@0153@0235,180363000518,SY17-18,,351,0.724334109,Public,,,,BIC,,
IN,Public,,2004 Alabama Ave,46805,IN,Primary,Allen,Fort Wayne,0157,Forest Park Elementary,0235,Fort Wayne Community Schools,PK-05,Y,,N,,,10/1/2017,10,2017,590,30,560,0,,9453,0,510,,9026,0,487,,,21,21,,Breakfast in the classroom,,,,,,,9453,450.142857143,9026,429.809523810,IN@0157@0235,180363000522,SY17-18,,560,0.948810599,Public,,,,BIC,,
IN,Public,,1901 W State St,46808,IN,Primary,Allen,Fort Wayne,0221,Price Elementary,0235,Fort Wayne Community Schools,PK-05,Y,,N,,,10/1/2017,10,2017,523,144,379,0,,6086,0,2316,,3662,0,1394,,,21,21,,Breakfast in the classroom,,,,,,,6086,289.809523810,3662,174.380952381,IN@0221@0235,180363000524,SY17-18,,379,0.724351345,Public,,,,BIC,,
IN,Public,,828 Mildred Ave,46808,IN,Primary,Allen,Fort Wayne,0161,Franke Park Elementary,0235,Fort Wayne Community Schools,PK-05,Y,,N,,,10/1/2017,10,2017,468,24,444,0,,7380,0,398,,7192,0,388,,,21,21,,Breakfast in the classroom,,,,,,,7380,351.428571429,7192,342.476190476,IN@0161@0235,180363000525,SY17-18,,444,0.948830033,Public,,,,BIC,,
IN,Public,,3835 Wenonah Ln,46809,IN,Primary,Allen,Fort Wayne,0189,Indian Village Elementary ESY,0235,Fort Wayne Community Schools,PK-05,Y,,N,,,10/1/2017,10,2017,435,120,315,0,,5089,0,1937,,4878,0,1857,,,21,21,,Breakfast in the classroom,,,,,,,5089,242.333333333,4878,232.285714286,IN@0189@0235,180363000532,SY17-18,,315,0.724309707,Public,,,,BIC,,
IN,Public,,2201 Maplecrest Rd,46815,IN,Primary,Allen,Fort Wayne,0164,Haley Elementary,0235,Fort Wayne Community Schools,PK-05,Y,,N,,,10/1/2017,10,2017,656,181,475,0,,7588,0,2888,,6880,0,2619,,,21,21,,Breakfast in the classroom,,,,,,,7588,361.333333333,6880,327.619047619,IN@0164@0235,180363000533,SY17-18,,475,0.724322260,Public,,,,BIC,,
IN,Public,,2200 Maplewood Rd,46819,IN,Primary,Allen,Fort Wayne,0205,Maplewood Elementary,0235,Fort Wayne Community Schools,PK-05,Y,,N,,,10/1/2017,10,2017,475,131,344,0,,5755,0,2191,,3427,0,1305,,,21,21,,Breakfast in the classroom,,,,,,,5755,274.047619048,3427,163.190476190,IN@0205@0235,180363000544,SY17-18,,344,0.724263781,Public,,,,BIC,,
IN,Public,,4325 Smith St,46806,IN,Primary,Allen,Fort Wayne,0137,Abbett Elementary,0235,Fort Wayne Community Schools,PK-05,Y,,N,,,10/1/2017,10,2017,464,24,440,0,,8032,0,433,,7403,0,399,,,21,21,,Breakfast in the classroom,,,,,,,8032,382.476190476,7403,352.523809524,IN@0137@0235,180363000547,SY17-18,,440,0.948848198,Public,,,,BIC,,
IN,Public,,5301 Archwood Ln,46825,IN,Primary,Allen,Fort Wayne,0217,Northcrest Elementary,0235,Fort Wayne Community Schools,PK-05,Y,,N,,,10/1/2017,10,2017,452,125,327,0,,5607,0,2134,,3148,0,1198,,,21,21,,Breakfast in the classroom,,,,,,,5607,267,3148,149.904761905,IN@0217@0235,180363000551,SY17-18,,327,0.724325023,Public,,,,BIC,,
IN,Public,,950 E Fairfax Ave,46806,IN,Primary,Allen,Fort Wayne,0249,Levan Scott Elementary School,0235,Fort Wayne Community Schools,PK-05,Y,,N,,,10/1/2017,10,2017,400,20,380,0,,6524,0,352,,5635,0,304,,,21,21,,Breakfast in the classroom,,,,,,,6524,310.666666667,5635,268.333333333,IN@0249@0235,180363000564,SY17-18,,380,0.948807446,Public,,,,BIC,,
IN,Public,,1936 W Wallen Rd,46818,IN,Primary,Allen,Fort Wayne,0269,Washington Center Elementary,0235,Fort Wayne Community Schools,PK-05,Y,,N,,,10/1/2017,10,2017,505,139,366,0,,5905,0,2248,,4534,0,1726,,,21,21,,Breakfast in the classroom,,,,,,,5905,281.190476190,4534,215.904761905,IN@0269@0235,180363000566,SY17-18,,366,0.724273274,Public,,,,BIC,,
IN,Public,,1015 W Wash Blvd,46802,IN,Primary,Allen,Fort Wayne,0265,Washington Elementary School,0235,Fort Wayne Community Schools,PK-05,Y,,N,,,10/1/2017,10,2017,269,74,195,0,,3194,0,1216,,3099,0,1179,,,21,21,,Breakfast in the classroom,,,,,,,3194,152.095238095,3099,147.571428571,IN@0265@0235,180363000567,SY17-18,,195,0.724263039,Public,,,,BIC,,
IN,Public,,7201 Elzey,46809,IN,Primary,Allen,Fort Wayne,0273,Waynedale Elementary,0235,Fort Wayne Community Schools,PK-05,Y,,N,,,10/1/2017,10,2017,457,126,331,0,,5334,0,2030,,4531,0,1725,,,21,21,,Breakfast in the classroom,,,,,,,5334,254,4531,215.761904762,IN@0273@0235,180363000569,SY17-18,,331,0.724334601,Public,,,,BIC,,
IN,Public,,2414 Brooklyn Ave,46802,IN,Primary,Allen,Fort Wayne,0257,Study Elementary School,0235,Fort Wayne Community Schools,PK-05,Y,,N,,,10/1/2017,10,2017,311,16,295,0,,5068,0,274,,4473,0,241,,,21,21,,Breakfast in the classroom,,,,,,,5068,241.333333333,4473,213,IN@0257@0235,180363000948,SY17-18,,295,0.948708349,Public,,,,BIC,,
IN,Public,,2825 Fairfield Ave,46807,IN,Primary,Allen,Fort Wayne,0136,Fairfield Elementary,0235,Fort Wayne Community Schools,PK-05,Y,,N,,,10/1/2017,10,2017,515,26,489,0,,8616,0,465,,7962,0,430,,,21,21,,Breakfast in the classroom,,,,,,,8616,410.285714286,7962,379.142857143,IN@0136@0235,180363002197,SY17-18,,489,0.948794186,Public,,,,BIC,,
IN,Public,,1608 W Kyger St,46041,IN,Primary,Clinton,Frankfort,1020,Suncrest Elementary School,1170,Community Schools of Frankfort,PK-05,N,,N,,,10/1/2017,10,2017,598,64,462,72,,7126,1061,694,,6160,907,790,,,17,17,,Breakfast in the classroom,,,,,,,8187,481.588235294,7067,415.705882353,IN@1020@1170,180366000602,SY17-18,,534,0.892976589,Public,,,,BIC,,
IN,Public,,8735 Indian Creek Rd,46259,IN,Primary,Marion,Indianapolis,5203,Lillie Idella Kitley Elementary School,5310,Franklin Twp Comm School Corp,PK-05,N,,N,,,10/1/2017,10,2017,1108,493,489,126,,4748,1242,2960,,3388,721,1330,,,12,12,,Breakfast in the classroom,,,,,,,5990,499.166666667,4109,342.416666667,IN@5203@5310,180375002499,SY17-18,,615,0.555054152,Public,,,,BIC,,
IN,Public,,429 Division St,47130,IN,Primary,Clark,Jeffersonville,0869,Maple Elementary School,1010,Greater Clark County Schools,PK-05,Y,,N,,,10/1/2017,10,2017,221,0,221,0,,2338,0,0,,2017,0,0,,,12,12,,Breakfast in the classroom,,,,,,,2338,194.833333333,2017,168.083333333,IN@0869@1010,180394000668,SY17-18,,221,1,Public,,,,BIC,,
IN,Public,,1907 Oak Ridge Dr,47130,IN,Primary,Clark,Jeffersonville,0801,Northaven Elementary School,1010,Greater Clark County Schools,PK-05,N,,N,,,10/1/2017,10,2017,526,133,343,50,,3120,402,745,,2466,324,752,,,12,12,,Breakfast in the classroom,,,,,,,3522,293.5,2790,232.5,IN@0801@1010,180394000673,SY17-18,,393,0.747148289,Public,,,,BIC,,
IN,Public,,748 Spicewood Dr,47129,IN,Primary,Clark,Clarksville,0879,Parkwood Elementary School,1010,Greater Clark County Schools,PK-05,N,,N,,,10/1/2017,10,2017,576,92,447,37,,4608,303,500,,4483,381,909,,,12,12,,Breakfast in the classroom,,,,,,,4911,409.25,4864,405.333333333,IN@0879@1010,180394000675,SY17-18,,484,0.840277778,Public,,,,BIC,,
IN,Public,,201 E 15th St,47130,IN,Primary,Clark,Jeffersonville,0877,Spring Hill Elementary School,1010,Greater Clark County Schools,PK-05,Y,,N,,,10/1/2017,10,2017,183,0,183,0,,1653,0,0,,1817,0,0,,,12,12,,Breakfast in the classroom,,,,,,,1653,137.75,1817,151.416666667,IN@0877@1010,180394000679,SY17-18,,183,1,Public,,,,BIC,,
IN,Public,,2915 Charlestown Pk,47130,IN,Primary,Clark,Jeffersonville,0755,Wilson Elementary School,1010,Greater Clark County Schools,PK-05,N,,N,,,10/1/2017,10,2017,519,198,275,46,,2494,381,916,,2566,363,1751,,,12,12,,Breakfast in the classroom,,,,,,,2875,239.583333333,2929,244.083333333,IN@0755@1010,180394000682,SY17-18,,321,0.618497110,Public,,,,BIC,,
IN,Public,,856 Sibley St,46320,IN,Primary,Lake,Hammond,4461,Lafayette Elementary School,4710,School City of Hammond,PK-05,Y,,N,,,10/1/2017,10,2017,522,61,461,0,,7842,0,1039,,7698,0,1020,,,20,20,,Breakfast in the classroom,,,,,,,7842,392.1,7698,384.9,IN@4461@4710,180432000741,SY17-18,,461,0.883008670,Public,,,,BIC,,
IN,Public,,6235 Jefferson Ave,46324,IN,Primary,Lake,Hammond,4479,Wallace Elementary School,4710,School City of Hammond,PK-05,Y,,N,,,10/1/2017,10,2017,408,48,360,0,,6110,0,810,,4343,0,576,,,20,20,,Breakfast in the classroom,,,,,,,6110,305.5,4343,217.15,IN@4479@4710,180432000743,SY17-18,,360,0.882947977,Public,,,,BIC,,
IN,Public,,5241 Brehob Rd,46217,IN,Primary,Marion,Indianapolis,5337,Abraham Lincoln Elem. School,5340,Perry Township Schools,PK-05,N,,N,,,10/1/2017,10,2017,780,129,529,122,,5679,1348,944,,4776,1101,1046,,,12,12,,Breakfast in the classroom,,,,,,,7027,585.583333333,5877,489.75,IN@5337@5340,180882001455,SY17-18,,651,0.834615385,Public,,,,BIC,,
IN,Public,,5740 McFarland Rd,46227,IN,Primary,Marion,Indianapolis,5325,Clinton Young Elem. School,5340,Perry Township Schools,PK-05,N,,N,,,10/1/2017,10,2017,656,77,526,53,,5627,529,524,,4481,414,581,,,12,12,,Breakfast in the classroom,,,,,,,6156,513,4895,407.916666667,IN@5325@5340,180882001456,SY17-18,,579,0.882621951,Public,,,,BIC,,
IN,Public,,1900 E Stop 12 Rd,46227,IN,Primary,Marion,Indianapolis,5351,Winchester Village Elem.,5340,Perry Township Schools,PK-05,N,,N,,,10/1/2017,10,2017,509,18,434,57,,4701,635,143,,3917,501,157,,,12,12,,Breakfast in the classroom,,,,,,,5336,444.666666667,4418,368.166666667,IN@5351@5340,180882001470,SY17-18,,491,0.964636542,Public,,,,BIC,,
IN,Public,,8301 W 86th St,46278,IN,Primary,Marion,Indianapolis,5349,Fishback Creek Elementary,5350,MSD of Pike Twp,PK-05,N,,N,,,10/1/2017,10,2017,554,292,218,44,,1883,268,1489,,2079,341,2739,,,12,12,,Breakfast in the classroom,,,,,,,2151,179.25,2420,201.666666667,IN@5349@5350,180891001099,SY17-18,,262,0.472924188,Public,,,,BIC,,
IN,Public,,5455 W 56th St,46254,IN,Primary,Marion,Indianapolis,5363,Snacks Crossing Elementary,5350,MSD of Pike Twp,PK-05,N,,N,,,10/1/2017,10,2017,631,131,433,67,,5485,640,854,,4890,647,1351,,,17,17,,Breakfast in the classroom,,,,,,,6125,360.294117647,5537,325.705882353,IN@5363@5350,180891001598,SY17-18,,500,0.792393027,Public,,,,BIC,,
IN,Public,,121 Knightstown Rd,46176,IN,Primary,Shelby,Shelbyville,7725,Coulston Elementary School,7365,Shelbyville Central Schools,PK-05,N,,N,,,10/1/2017,10,2017,590,240,315,35,,3736,348,1829,,2995,355,1950,,,16,16,,Breakfast in the classroom,,,,,,,4084,255.25,3350,209.375,IN@7725@7365,181014001627,SY17-18,,350,0.593220339,Public,,,,BIC,,
IN,Public,,1111 St Joseph St,46176,IN,Primary,Shelby,Shelbyville,7729,T.A. Hendricks Elementary School,7365,Shelbyville Central Schools,PK-05,N,,N,,,10/1/2017,10,2017,887,408,423,56,,4136,456,2005,,3435,483,2343,,,16,16,,Breakfast in the classroom,,,,,,,4592,287,3918,244.875,IN@7729@7365,181014001632,SY17-18,,479,0.540022548,Public,,,,BIC,,
IN,Public,,1000 E 91st St,46240,IN,Primary,Marion,Indianapolis,5427,Nora Elementary School,5370,MSD of Washington Township,PK-05,N,,N,,,10/1/2017,10,2017,670,127,511,32,,6921,288,745,,7659,448,1798,,,17,17,,Breakfast in the classroom,,,,,,,7209,424.058823529,8107,476.882352941,IN@5427@5370,181272002020,SY17-18,,543,0.810447761,Public,,,,BIC,,
IN,Public,,210 W Culver Rd,46534,IN,Primary,Starke,Knox,7845,Knox Community Elementary School,7525,Knox Community School Corp,PK-04,N,,N,,,10/1/2017,10,2017,888,348,512,28,,6385,302,2289,,6470,373,2722,,,16,16,,Breakfast in the classroom,,,,,,,6687,417.9375,6843,427.6875,IN@7845@7525,180534000940,SY17-18,,540,0.608108108,Public,,,,BIC,,
IN,Public,,251 N Church St,46111,IN,Primary,Morgan,Brooklyn,6337,Brooklyn Elementary School,5925,MSD of Martinsville,PK-04,N,,N,,,10/1/2017,10,2017,193,90,84,19,,1075,211,664,,961,230,852,,,17,17,,Breakfast in the classroom,,,,,,,1286,75.647058824,1191,70.058823529,IN@6337@5925,180651001128,SY17-18,,103,0.533678756,Public,,,,BIC,,
IN,Public,,1359 E Columbus St,46151,IN,Primary,Morgan,Martinsville,6349,Charles L. Smith Elem. School,5925,MSD of Martinsville,PK-04,N,,N,,,10/1/2017,10,2017,361,119,194,48,,2287,500,757,,1781,393,967,,,16,16,,Breakfast in the classroom,,,,,,,2787,174.1875,2174,135.875,IN@6349@5925,180651001131,SY17-18,,242,0.670360111,Public,,,,BIC,,
IN,Public,,PO Box 27,46166,IN,Primary,Morgan,Paragon,6357,Paragon Elementary School,5925,MSD of Martinsville,PK-04,N,,N,,,10/1/2017,10,2017,186,76,94,16,,1191,229,671,,934,149,590,,,17,17,,Breakfast in the classroom,,,,,,,1420,83.529411765,1083,63.705882353,IN@6357@5925,180651001138,SY17-18,,110,0.591397849,Public,,,,BIC,,
IN,Public,,139 E Poston Rd,46151,IN,Primary,Morgan,Martinsville,6361,Poston Road Elementary School,5925,MSD of Martinsville,PK-04,N,,N,,,10/1/2017,10,2017,317,100,174,43,,1968,406,603,,1481,365,646,,,16,16,,Breakfast in the classroom,,,,,,,2374,148.375,1846,115.375,IN@6361@5925,180651001139,SY17-18,,217,0.684542587,Public,,,,BIC,,
IN,Public,,3302 Western Ave,46619,IN,Primary,Saint Joseph,South Bend,7545,Harrison Primary School,7205,South Bend Community School Corp,PK-04,Y,,N,,,10/1/2017,10,2017,705,43,662,0,,9046,0,586,,8905,0,576,,,19,19,,Breakfast in the classroom,,,,,,,9046,476.105263158,8905,468.684210526,IN@7545@7205,181029001646,SY17-18,,662,0.939161130,Public,,,,BIC,,
IN,Public,,832 N Lafayette Blvd,46601,IN,Primary,Saint Joseph,South Bend,7573,Madison Primary School,7205,South Bend Community School Corp,PK-04,Y,,N,,,10/1/2017,10,2017,484,29,455,0,,7056,0,457,,6394,0,414,,,19,19,,Breakfast in the classroom,,,,,,,7056,371.368421053,6394,336.526315789,IN@7573@7205,181029001658,SY17-18,,455,0.939172102,Public,,,,BIC,,
IN,Public,,398 Urban St,46122,IN,Primary,Hendricks,Danville,2721,North Elementary School,3325,Danville Community School Corp,PK-02,N,,N,,,10/1/2017,10,2017,593,388,172,33,,2256,391,2669,,1561,262,1688,,,17,17,,Breakfast in the classroom,,,,,,,2647,155.705882353,1823,107.235294118,IN@2721@3325,180255000306,SY17-18,,205,0.345699831,Public,,,,BIC,,
IN,Public,,2323 North Illinois Street,46202,IN,Primary,Marion,Indianapolis,5496,George & Veronica Phalen Academy,9925,Phalen Academy,KG-06,Y,,N,,,10/1/2017,10,2017,275,0,275,0,,2704,0,0,,1349,0,0,,,12,12,,Breakfast in the classroom,,,,,,,2704,225.333333333,1349,112.416666667,IN@5496@9925,180012402550,SY17-18,,275,1,Public,,,,BIC,,
IN,Public,,2675 California,47201,IN,Primary,Bartholomew,Columbus,0369,Lillian Schmitt Elementary School,0365,Bartholomew Consolidated Schools,KG-06,N,,N,,,10/1/2017,10,2017,657,167,433,57,,6307,695,1383,,3916,486,568,,,17,17,,Breakfast in the classroom,,,,,,,7002,411.882352941,4402,258.941176471,IN@0369@0365,180036000071,SY17-18,,490,0.745814307,Public,,,,BIC,,
IN,Public,,750 5th St,47201,IN,Primary,Bartholomew,Columbus,0346,CSA-Lincoln,0365,Bartholomew Consolidated Schools,KG-06,N,,N,,,10/1/2017,10,2017,345,224,82,39,,1056,412,1696,,426,113,179,,,17,17,,Breakfast in the classroom,,,,,,,1468,86.352941176,539,31.705882353,IN@0346@0365,180036002421,SY17-18,,121,0.350724638,Public,,,,BIC,,
IN,Public,,3551 Block Avenue,46312,IN,Primary,Lake,East Chicago,3945,Lincoln Elementary School,4670,School City of East Chicago,KG-06,Y,,N,,,10/1/2017,10,2017,347,0,347,0,,5653,0,0,,5443,0,0,,,20,20,,Breakfast in the classroom,,,,,,,5653,282.65,5443,272.15,IN@3945@4670,180288000362,SY17-18,,347,1,Public,,,,BIC,,
IN,Public,,4411 Magoun,46312,IN,Primary,Lake,East Chicago,3941,Harrison Elementary School,4670,School City of East Chicago,KG-06,Y,,N,,,10/1/2017,10,2017,518,0,518,0,,9208,0,0,,8722,0,0,,,20,20,,Breakfast in the classroom,,,,,,,9208,460.4,8722,436.1,IN@3941@4670,180288000364,SY17-18,,518,1,Public,,,,BIC,,
IN,Public,,2400 Cardinal Drive,46312,IN,Primary,Lake,East Chicago,3961,Washington Elementary School,4670,School City of East Chicago,KG-06,Y,,N,,,10/1/2017,10,2017,610,0,610,0,,10794,0,0,,10304,0,0,,,20,20,,Breakfast in the classroom,,,,,,,10794,539.7,10304,515.2,IN@3961@4670,180288000368,SY17-18,,610,1,Public,,,,BIC,,
IN,Public,,4825 Magoun Ave,46312,IN,Primary,Lake,East Chicago,3953,McKinley Elementary School,4670,School City of East Chicago,KG-06,Y,,N,,,10/1/2017,10,2017,648,0,648,0,,11613,0,0,,10767,0,0,,,20,20,,Breakfast in the classroom,,,,,,,11613,580.65,10767,538.35,IN@3953@4670,180288000375,SY17-18,,648,1,Public,,,,BIC,,
IN,Public,,53403 CR 1 N,46514,IN,Primary,Elkhart,Elkhart,1617,Cleveland Elem. School,2305,Elkhart Community Schools,KG-06,N,,N,,,10/1/2017,10,2017,662,273,312,77,,4308,783,1506,,3218,646,756,,,19,19,,Breakfast in the classroom,,,,,,,5091,267.947368421,3864,203.368421053,IN@1617@2305,180327000426,SY17-18,,389,0.587613293,Public,,,,BIC,,
IN,Public,,3420 E Bristol St,46514,IN,Primary,Elkhart,Elkhart,1785,Pinewood Elementary School,2305,Elkhart Community Schools,KG-06,N,,N,,,10/1/2017,10,2017,725,342,313,70,,4186,813,2036,,2459,394,1011,,,19,19,,Breakfast in the classroom,,,,,,,4999,263.105263158,2853,150.157894737,IN@1785@2305,180327000441,SY17-18,,383,0.528275862,Public,,,,BIC,,
IN,Public,,2440 E Everton Rd,47331,IN,Primary,Fayette,Connersville,1869,Everton Elementary School,2395,Fayette County School Corp,KG-06,N,,N,,,10/1/2017,10,2017,291,110,161,20,,1648,194,654,,1889,294,1349,,,16,16,,Breakfast in the classroom,,,,,,,1842,115.125,2183,136.4375,IN@1869@2395,180351000500,SY17-18,,181,0.621993127,Public,,,,BIC,,
IN,Public,,6401 Hemlock Ave,46403,IN,Primary,Lake,Gary,4121,Marquette Elementary School,4690,Gary Community School Corporation,KG-06,Y,,N,,,10/1/2017,10,2017,357,0,357,0,,6870,0,0,,6419,0,0,,,21,21,,Breakfast in the classroom,,,,,,,6870,327.142857143,6419,305.666666667,IN@4121@4690,180387002096,SY17-18,,357,1,Public,,,,BIC,,
IN,Public,,1320 E 19th Ave,46407,IN,Primary,Lake,Gary,4169,Williams Elementary School,4690,Gary Community School Corporation,KG-06,Y,,N,,,10/1/2017,10,2017,562,0,562,0,,11339,0,0,,11336,0,0,,,21,21,,Breakfast in the classroom,,,,,,,11339,539.952380952,11336,539.809523810,IN@4169@4690,180387002104,SY17-18,,562,1,Public,,,,BIC,,
IN,Public,,1950 Washington St,47362,IN,Primary,Henry,New Castle,2865,Wilbur Wright Elementary School,3445,New Castle Community School Corp,KG-06,N,,N,,,10/1/2017,10,2017,329,78,235,16,,3303,182,557,,3884,261,1252,,,17,17,,Breakfast in the classroom,,,,,,,3485,205,4145,243.823529412,IN@2865@3445,180744001292,SY17-18,,251,0.762917933,Public,,,,BIC,,
IN,Public,,806 S 22nd St,47362,IN,Primary,Henry,New Castle,2832,Eastwood Elementary School,3445,New Castle Community School Corp,KG-06,N,,N,,,10/1/2017,10,2017,305,54,241,10,,3267,99,329,,2881,108,530,,,17,17,,Breakfast in the classroom,,,,,,,3366,198,2989,175.823529412,IN@2832@3445,180744002156,SY17-18,,251,0.822950820,Public,,,,BIC,,
IN,Public,,1819 Roosevelt,47362,IN,Primary,Henry,New Castle,2847,Parker Elementary School,3445,New Castle Community School Corp,KG-06,N,,N,,,10/1/2017,10,2017,392,93,285,14,,3881,185,529,,3299,145,814,,,17,17,,Breakfast in the classroom,,,,,,,4066,239.176470588,3444,202.588235294,IN@2847@3445,180744002157,SY17-18,,299,0.762755102,Public,,,,BIC,,
IN,Public,,8118 St Jo Ctr Rd,46835,IN,Primary,Allen,Fort Wayne,0275,Arlington Elementary,0235,Fort Wayne Community Schools,KG-05,Y,,N,,,10/1/2017,10,2017,475,131,344,0,,5457,0,2077,,5501,0,2094,,,21,21,,Breakfast in the classroom,,,,,,,5457,259.857142857,5501,261.952380952,IN@0275@0235,180363000514,SY17-18,,344,0.724316432,Public,,,,BIC,,
IN,Public,,6700 Trier Rd,46815,IN,Primary,Allen,Fort Wayne,0154,Croninger Elementary,0235,Fort Wayne Community Schools,KG-05,Y,,N,,,10/1/2017,10,2017,645,178,467,0,,6304,0,2400,,5034,0,1916,,,21,21,,Breakfast in the classroom,,,,,,,6304,300.190476190,5034,239.714285714,IN@0154@0235,180363000527,SY17-18,,467,0.724264706,Public,,,,BIC,,
IN,Public,,4501 Vance Ave,46815,IN,Primary,Allen,Fort Wayne,0162,Glenwood Park Elementary,0235,Fort Wayne Community Schools,KG-05,Y,,N,,,10/1/2017,10,2017,615,170,445,0,,7483,0,2848,,6268,0,2386,,,21,21,,Breakfast in the classroom,,,,,,,7483,356.333333333,6268,298.476190476,IN@0162@0235,180363000529,SY17-18,,445,0.724324848,Public,,,,BIC,,
IN,Public,,3501 S Anthony Blvd,46806,IN,Primary,Allen,Fort Wayne,0193,Irwin Elementary,0235,Fort Wayne Community Schools,KG-05,Y,,N,,,10/1/2017,10,2017,297,82,215,0,,3796,0,1445,,3326,0,1266,,,21,21,,Breakfast in the classroom,,,,,,,3796,180.761904762,3326,158.380952381,IN@0193@0235,180363000535,SY17-18,,215,0.724289258,Public,,,,BIC,,
IN,Public,,1001 E Cook Rd,46825,IN,Primary,Allen,Fort Wayne,0270,Lincoln Elementary,0235,Fort Wayne Community Schools,KG-05,Y,,N,,,10/1/2017,10,2017,709,195,514,0,,8542,0,3251,,8258,0,3144,,,21,21,,Breakfast in the classroom,,,,,,,8542,406.761904762,8258,393.238095238,IN@0270@0235,180363000540,SY17-18,,514,0.724327991,Public,,,,BIC,,
IN,Public,,4501 Thorngate Dr,46835,IN,Primary,Allen,Fort Wayne,0239,Harris Elementary,0235,Fort Wayne Community Schools,KG-05,Y,,N,,,10/1/2017,10,2017,409,113,296,0,,4862,0,1851,,4319,0,1644,,,21,21,,Breakfast in the classroom,,,,,,,4862,231.523809524,4319,205.666666667,IN@0239@0235,180363000558,SY17-18,,296,0.724266349,Public,,,,BIC,,
IN,Public,,6341 St Joe Ctr Rd,46835,IN,Primary,Allen,Fort Wayne,0233,St. Joe Central Elementary,0235,Fort Wayne Community Schools,KG-05,Y,,N,,,10/1/2017,10,2017,421,116,305,0,,4607,0,1753,,2341,0,891,,,21,21,,Breakfast in the classroom,,,,,,,4607,219.380952381,2341,111.476190476,IN@0233@0235,180363000559,SY17-18,,305,0.724371069,Public,,,,BIC,,
IN,Public,,5320 Rebecca Dr,46835,IN,Primary,Allen,Fort Wayne,0209,Shambaugh Elementary,0235,Fort Wayne Community Schools,KG-05,Y,,N,,,10/1/2017,10,2017,323,89,234,0,,3670,0,1397,,3292,0,1253,,,21,21,,Breakfast in the classroom,,,,,,,3670,174.761904762,3292,156.761904762,IN@0209@0235,180363000572,SY17-18,,234,0.724294454,Public,,,,BIC,,
IN,Public,,5814 S Arlington Ave,46237,IN,Primary,Marion,Indianapolis,5202,Arlington Elementary School,5310,Franklin Twp Comm School Corp,KG-05,N,,N,,,10/1/2017,10,2017,555,254,221,80,,2088,795,1578,,927,285,319,,,12,12,,Breakfast in the classroom,,,,,,,2883,240.25,1212,101,IN@5202@5310,180375002222,SY17-18,,301,0.542342342,Public,,,,BIC,,
IN,Public,,9010 E Southport Rd,46259,IN,Primary,Marion,Indianapolis,5194,South Creek Elementary School,5310,Franklin Twp Comm School Corp,KG-05,N,,N,,,10/1/2017,10,2017,468,396,58,14,,550,131,2596,,204,41,615,,,12,12,,Breakfast in the classroom,,,,,,,681,56.75,245,20.416666667,IN@5194@5310,180375002409,SY17-18,,72,0.153846154,Public,,,,BIC,,
IN,Public,,428 N 5th St,46528,IN,Primary,Elkhart,Goshen,1829,Chamberlain Elementary School,2315,Goshen Community Schools,KG-05,Y,,N,,,10/1/2017,10,2017,339,108,231,0,,3599,0,1684,,3163,0,1479,,,17,17,,Breakfast in the classroom,,,,,,,3599,211.705882353,3163,186.058823529,IN@1829@2315,180393000652,SY17-18,,231,0.681241719,Public,,,,BIC,,
