IRN,ORGANIZATION NAME,SCHOOL TYPE,GRADE SPAN,ORGANIZATION TYPE,ORGANIZATION CATEGORY,STATUS,DESIGNATED COUNTY,WEB URL,ORG EMAIL ADDRESS,ORG MAILING ADDRESS,ORG PHONE,ORG FAX,SUPERINTENDENT,SUPERINTENDENT EMAIL,SUPERINTENDENT PHONE,TREASURER,TREASURER EMAIL,TREASURER PHONE,PRINCIPAL,PRINCIPAL EMAIL,PRINCIPAL PHONE,PARENT IRN,PARENT ORGANIZATION NAME
001370,Avon High School,High School,9-12,Public School,School,Open,Lorain,N/A,N/A,"37545 Detroit Rd, Avon, Ohio, 44011",(440) 934-6171,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kristina Dobos Buller,bullerk@avonlocalschools.org,(440) 934-6171,048116,Avon Local
001388,Avon Lake High School,High School,9-12,Public School,School,Open,Lorain,N/A,N/A,"175 Avon Belden Rd, Avon Lake, Ohio, 44012",(440) 933-6290,(440) 933-6711,N/A,N/A,N/A,N/A,N/A,N/A,Joseph Mueller,joseph.mueller@avonlakecityschools.org,(440) 933-6290,048124,Avon Lake City
001396,Avondale Elementary School,Elementary School,"K-5,P",Public School,School,Open,Franklin,N/A,N/A,"141 Hawkes Ave, Columbus, Ohio, 43222",(614) 365-6511,N/A,N/A,N/A,N/A,N/A,N/A,N/A,April Knight,aknight@columbus.k12.oh.us,(614) 216--913,043802,Columbus City School District
001404,Avondale Elementary School,Elementary School,K-4,Public School,School,Open,Stark,N/A,smithm@plainlocal.org,"3933 Eaton Rd NW, Canton, Ohio, 44708",(330) 491-3720,(330) 491-3721,N/A,N/A,N/A,N/A,N/A,N/A,Maria Smith,smithm@plainlocal.org,(330) 495-7302,049932,Plain Local
001412,Ayersville Elementary School,Elementary School,K-6,Public School,School,Open,Defiance,http://www.ayersville.org,N/A,"28046 Watson Rd, Defiance, Ohio, 43512",(419) 395-1111,(419) 395-9990,N/A,N/A,N/A,N/A,N/A,N/A,Beth Hench,bhench@ayersvillepilots.org,N/A,046706,Ayersville Local 
001420,Ayersville High School,High School,7-12,Public School,School,Open,Defiance,http://www.ayersville.org,jkuhlman@ayersvilleschools.org,"28046 Watson Rd, Defiance, Ohio, 43512",(419) 395-1111,(419) 395-2566,N/A,N/A,N/A,N/A,N/A,N/A,Jeremy Kuhlman,jkuhlman@ayersvillepilots.org,(419) 395-1111,046706,Ayersville Local 
001438,Babeck Early Childhood School,Elementary School,"K-1,P",Public School,School,Open,Butler,http://www.edgewoodschools.com,N/A,"100 Maple Ave, Trenton, Ohio, 45067",(513) 988-0111,(513) 988-5561,N/A,N/A,N/A,N/A,N/A,N/A,Jeffrey Banks,jeffrey.banks@edgewoodschools.net,(513) 988-0111,046094,Edgewood City
001446,Badger High School,High School,9-12,Public School,School,Open,Trumbull,N/A,N/A,"7119 State Route 7, Kinsman, Ohio, 44428",(330) 876-2820,(330) 876-2821,N/A,N/A,N/A,N/A,N/A,N/A,Edwin Baldwin,edwin.baldwin@neomin.org,(330) 876-2820,050179,Joseph Badger Local
001453,Paint Valley Middle School,Middle School,6-8,Public School,School,Open,Ross,N/A,hbowles@mail.gsn.k12.oh.us,"7454 Us Highway 50 W, Bainbridge, Ohio, 45612",(740) 634-3454,(740) 634-3459,N/A,N/A,N/A,N/A,N/A,N/A,Lewis Ewry,lewis.ewry@pvlsd.org,(740) 703-4664,049510,Paint Valley Local
001461,Baker Elementary School,Elementary School,3-6,Public School,School,Open,Trumbull,N/A,N/A,"4095 Sheridan Dr, Vienna, Ohio, 44473",(330) 539-5042,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Michael King,michael.king@mathewslocal.org,(330) 637-3500,050153,Mathews Local
001537,Barber Community Learning Center,Elementary School,K-6,Public School,School,Open,Summit,www.akronschools.com,N/A,"665 Garry Rd, Akron, Ohio, 44305",(330) 761-7911,(330) 784-0451,N/A,N/A,N/A,N/A,N/A,N/A,Ranea Williams,rwilliams@columbus.k12.oh.us,(614) 598-1811,043489,Akron City
001545,Barberton High School,High School,9-12,Public School,School,Open,Summit,N/A,N/A,"555 Barber Rd, Barberton, Ohio, 44203",(330) 753-1084,(330) 848-5517,N/A,N/A,N/A,N/A,N/A,N/A,Henry Muren,hmuren@barbertonschools.org,(330) 706-0942,043539,Barberton City
001578,Warren Middle School,Middle School,5-8,Public School,School,Open,Washington,N/A,N/A,"70 Warrior Dr, Vincent, Ohio, 45784",(740) 678-2395,(740) 678-0118,N/A,N/A,N/A,N/A,N/A,N/A,Brent Taylor,ff_btaylor@seovec.org,(740) 851-7233,050500,Warren Local
001594,Barnesville Elementary School,Elementary School,K-4,Public School,School,Open,Belmont,N/A,clinton.abbott@omeresa.net,"210 W Church St, Barnesville, Ohio, 43713",(740) 425-3639,(740) 425-1136,N/A,N/A,N/A,N/A,N/A,N/A,Clinton Abbott,clinton.abbott@bevsd.org,(740) 359-7456,045203,Barnesville Exempted Village
001602,Barnesville High School,High School,9-12,Public School,School,Open,Belmont,N/A,ron.clark@bevsd.org,"910 Shamrock Dr, Barnesville, Ohio, 43713",(740) 425-3617,(740) 425-9254,N/A,N/A,N/A,N/A,N/A,N/A,Ronald Clark,ron.clark@bevsd.org,(740) 425-3616,045203,Barnesville Exempted Village
001628,Brookside Intermediate School,Elementary School,3-6,Public School,School,Open,Lorain,N/A,N/A,"1812 Harris Rd, Sheffield Village, Ohio, 44054",(440) 949-4233,(440) 949-4204,N/A,N/A,N/A,N/A,N/A,N/A,Daniel Rahm,drahm@sheffieldschools.org,(440) 949-4226,044768,Sheffield-Sheffield Lake City
001644,Barrington Road Elementary School,Elementary School,K-5,Public School,School,Open,Franklin,N/A,cwilson@uaschools.org,"1780 Barrington Rd, Upper Arlington, Ohio, 43221",(614) 487-5180,(614) 487-5189,N/A,N/A,N/A,N/A,N/A,N/A,CARLA WILSON,cwilson@uaschools.org,(614) 487-5180,044933,Upper Arlington City
001669,Bascom Elementary School,Elementary School,K-2,Public School,School,Open,Trumbull,N/A,margaret.kowach@neomin.org,"1015 N Leavitt Rd, Leavittsburg, Ohio, 44430",(330) 898-3041,(330) 898-6112,N/A,N/A,N/A,N/A,N/A,N/A,Margaret Kowach,Margaret.Kowach@labrae.school,(330) 770-6857,050245,LaBrae Local
001677,Bassett Elementary School,Elementary School,K-4,Public School,School,Open,Cuyahoga,N/A,N/A,"2155 Bassett Rd, Westlake, Ohio, 44145",(440) 835-6330,(440) 899-7409,N/A,N/A,N/A,N/A,N/A,N/A,James Sanfilippo,sanfilippo@wlake.org,(440) 835-6330,045062,Westlake City
001685,Bataan Memorial Primary School,Elementary School,K-2,Public School,School,Open,Ottawa,N/A,N/A,"575 W 6th St, Port Clinton, Ohio, 43452",(419) 734-2815,(419) 734-2682,N/A,N/A,N/A,N/A,N/A,N/A,Kendra Van Doren,kvandoren@pccsd-k12.net,(419) 734-2815,044651,Port Clinton City
001693,Batavia Elementary School,Elementary School,"K-5,P",Public School,School,Open,Clermont,N/A,N/A,"3 Bulldog Pl, Batavia, Ohio, 45103",(513) 732-0780,(513) 732-1863,N/A,N/A,N/A,N/A,N/A,N/A,Renee Filiater,munro_r@bataviaschools.org,(513) 732-0780,046300,Batavia Local
001701,Batavia High School,High School,9-12,Public School,School,Open,Clermont,N/A,N/A,"1 Bull Dog Pl, Batavia, Ohio, 45103",(513) 732-2341,(513) 732-3221,N/A,N/A,N/A,N/A,N/A,N/A,Felicia Fristoe-Grooms,grooms_f@bataviaschools.org,(513) 732-2341,046300,Batavia Local
001735,Bath Elementary School,Elementary School,4-5,Public School,School,Open,Summit,N/A,dfry@revereschools.org,"1246 N Cleveland Massillon Rd, Akron, Ohio, 44333",(330) 523-3802,(330) 666-3058,N/A,N/A,N/A,N/A,N/A,N/A,Daniel Fry,dfry@revereschools.org,(330) 523-3801,050054,Revere Local
001743,Bath Elementary School,Elementary School,K-5,Public School,School,Open,Allen,N/A,N/A,"2450 Bible Rd, Lima, Ohio, 45801",(419) 221-1837,(419) 221-3937,N/A,N/A,N/A,N/A,N/A,N/A,Christopher Renner,rennerc@bathwildcats.org,(419) 221-1837,045765,Bath Local
001750,Bath High School,High School,9-12,Public School,School,Open,Allen,N/A,N/A,"2850 Bible Rd, Lima, Ohio, 45801",(419) 221-0366,(419) 221-0766,N/A,N/A,N/A,N/A,N/A,N/A,Richard Gross,GROSSR@BATHWILDCATS.ORG,N/A,045765,Bath Local
001768,Bath Middle School,Middle School,6-8,Public School,School,Open,Allen,N/A,N/A,"2700 Bible Rd, Lima, Ohio, 45801",(419) 221-1839,(419) 221-2431,N/A,N/A,N/A,N/A,N/A,N/A,Bradley Clark,clarkb@bathwildcats.org,(419) 221-1839,045765,Bath Local
001776,Bauer Elementary School,Elementary School,K-5,Public School,School,Open,Montgomery,N/A,tsundermann@miamisburg.k12.oh.us,"701 N. Springboro Pike, Dayton, Ohio, 45449",(937) 434-9191,(937) 434-8879,N/A,N/A,N/A,N/A,N/A,N/A,Tamra Sundermann,tsundermann@miamisburg.k12.oh.us,(937) 434-9191,044396,Miamisburg City
001792,Bay High School,High School,9-12,Public School,School,Open,Cuyahoga,N/A,N/A,"29230 Wolf Rd, Bay Village, Ohio, 44140",(440) 617-7400,(440) 614-7401,N/A,N/A,N/A,N/A,N/A,N/A,Jason Martin,Jason.Martin@bayschoolsohio.org,(440) 617-7402,043547,Bay Village City
001800,Bay Middle School,Middle School,5-8,Public School,School,Open,Cuyahoga,N/A,N/A,"27725 Wolf Rd, Bay Village, Ohio, 44140",(440) 617-7600,(440) 617-7601,N/A,N/A,N/A,N/A,N/A,N/A,Sean McAndrews,sean.mcandrews@bayschoolsohio.org,(440) 617-7600,043547,Bay Village City
001818,Lakeview Elementary School,Elementary School,K-3,Public School,School,Open,Trumbull,N/A,N/A,"2755 Bazetta Rd NE, Warren, Ohio, 44481",(330) 638-2145,(330) 637-6727,N/A,N/A,N/A,N/A,N/A,N/A,Scott Taylor,scott.c.taylor@neomin.org,(330) 638-2145,050187,Lakeview Local
001842,Beachwood High School,High School,9-12,Public School,School,Open,Cuyahoga,N/A,N/A,"25100 Fairmount Blvd, Beachwood, Ohio, 44122",(216) 831-2080,(216) 292-4169,N/A,N/A,N/A,N/A,N/A,N/A,Tony Srithai,tsrithai@beachwoodschools.org,(216) 906-3506,043554,Beachwood City
001859,Beacon Elementary School,Elementary School,K-5,Public School,School,Open,Franklin,N/A,matthew_sparks@hboe.org,"3600 Lacon Rd, Hilliard, Ohio, 43026",(614) 921-5200,(614) 921-5201,N/A,N/A,N/A,N/A,N/A,N/A,Matthew Sparks,Matthew_Sparks@hboe.org,(614) 529-7424,047019,Hilliard City
001875,Beallsville Elementary School,Elementary School,"K-6,P",Public School,School,Open,Monroe,N/A,darren.cook@omeresa.net,"43824 SR 556, Beallsville, Ohio, 43716",(740) 926-1435,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kellie Hayden,kellie.hayden@omeresa.net,N/A,048652,Switzerland of Ohio Local
001883,Beallsville High School,High School,"7-12,PS",Public School,School,Open,Monroe,N/A,darren.cook@omeresa.net,"52682 Ohio Ave, Beallsville, Ohio, 43716",(740) 926-1302,(740) 926-1394,N/A,N/A,N/A,N/A,N/A,N/A,Kellie Hayden,kellie.hayden@omeresa.net,N/A,048652,Switzerland of Ohio Local
001891,Bear Elementary School,Elementary School,K-5,Public School,School,Open,Montgomery,N/A,sruppert@miamisburg.k12.oh.us,"545 School St, Miamisburg, Ohio, 45342",(937) 866-4691,(937) 866-4065,N/A,N/A,N/A,N/A,N/A,N/A,Shannon Ruppert,sruppert@miamisburg.k12.oh.us,(937) 866-4691,044396,Miamisburg City
001917,Beatty Park Elementary School,Elementary School,K-5,Public School,School,Open,Franklin,N/A,N/A,"519 Trevitt St, Columbus, Ohio, 43203",(614) 365-6074,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jessica Waddell,jwaddell7272@columbus.k12.oh.us,(614) 271-5381,043802,Columbus City School District
001925,Columbus Spanish Immersion K-6 School,Elementary School,K-6,Public School,School,Open,Franklin,N/A,N/A,"3940 Karl Rd, Columbus, Ohio, 43224",(614) 365-8129,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kathryn Myers,kmyers@columbus.k12.oh.us,(614) 365-8129,043802,Columbus City School District
001933,Beaver Local Middle School,Middle School,5-8,Public School,School,Open,Columbiana,N/A,connie.shive@beaverlocal.org,"46088 Bell School Rd, East Liverpool, Ohio, 43920",(330) 386-8700,(330) 386-8720,N/A,N/A,N/A,N/A,N/A,N/A,Connie Shive,connie.shive@beaverlocal.org,(330) 386-8707,046425,Beaver Local
001958,Beaver Local High School,High School,9-12,Public School,School,Open,Columbiana,N/A,tom.cunningham@beaverlocal.org,"46088 Bell School Rd, East Liverpool, Ohio, 43920",(330) 386-8700,(330) 386-8720,N/A,N/A,N/A,N/A,N/A,N/A,Thomas Cunningham,tom.cunningham@beaverlocal.org,(330) 385-3223,046425,Beaver Local
001966,Beavercreek High School,High School,9-12,Public School,School,Open,Greene,N/A,N/A,"2660 Dayton Xenia Rd, Beavercreek, Ohio, 45434",(937) 429-7547,(937) 429-7546,N/A,N/A,N/A,N/A,N/A,N/A,George Caras,gcaras@northmontschools.net,(937) 832-6012,047241,Beavercreek City
001982,Beavertown Elementary School,Elementary School,K-5,Public School,School,Open,Montgomery,N/A,mike.kozarec@ketteringschools.org,"2700 Wilmington Pike, Kettering, Ohio, 45419",(937) 499-1740,(937) 499-1779,N/A,N/A,N/A,N/A,N/A,N/A,Michael Kozarec,mike.kozarec@ketteringschools.org,(937) 499-1740,044180,Kettering City School District
002022,Bedford High School,High School,9-12,Public School,School,Open,Cuyahoga,N/A,N/A,"481 Northfield Rd, Bedford, Ohio, 44146",(440) 786-3522,(440) 439-4627,N/A,N/A,N/A,N/A,N/A,N/A,Samuel Vawters,svawters@bedford.k12.oh.us,(440) 786-3521,043562,Bedford City
002048,Beechwood Elementary School,Elementary School,2-5,Public School,School,Open,Franklin,N/A,N/A,"455 Beechwood Rd, Whitehall, Ohio, 43213",(614) 417-5300,(614) 417-5304,N/A,N/A,N/A,N/A,N/A,N/A,Ashley Gates,gatesa@wcsrams.org,(540) 462-7210,045070,Whitehall City
002055,Winton Woods Primary North,Elementary School,"K-2,P",Public School,School,Open,Hamilton,N/A,jones.kevin@wintonwoods.org,"73 Junefield Ave, Cincinnati, Ohio, 45218",(513) 619-2390,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kevin Jones,jones.kevin@wintonwoods.org,(513) 619-2392,044081,Winton Woods City
002097,Belden Elementary School,Elementary School,3-5,Public School,School,Open,Stark,N/A,N/A,"2115 Georgetown Rd NE, Canton, Ohio, 44704",(330) 453-6902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Angela Seders,seders_a@ccsdistrict.org,(330) 338-5291,043711,Canton City
002139,Bellaire High School,High School,9-12,Public School,School,Open,Belmont,N/A,N/A,"349 35th St, Bellaire, Ohio, 43906",(740) 676-3652,(740) 671-6004,N/A,N/A,N/A,N/A,N/A,N/A,Kathyrn Anderson,kanderson@bellairesd.org,(740) 391-6072,043570,Bellaire Local
002147,Bellbrook Middle School,Middle School,6-8,Public School,School,Open,Greene,http://www.sugarcreek.k12.oh.us,N/A,"3600 Feedwire Rd, Bellbrook, Ohio, 45305",(937) 848-2141,(937) 848-2152,N/A,N/A,N/A,N/A,N/A,N/A,Jenness Sigman,jenness.sigman@bss.k12.oh.us,(937) 848-2141,047274,Bellbrook-Sugarcreek Local
002154,Bellbrook High School,High School,9-12,Public School,School,Open,Greene,http://www.sugarcreek.k12.oh.us,N/A,"3737 Upper Bellbrook Rd, Bellbrook, Ohio, 45305",(937) 848-3737,(937) 848-5016,N/A,N/A,N/A,N/A,N/A,N/A,Christopher Baker,chris.baker@bss.k12.oh.us,(937) 848-3737,047274,Bellbrook-Sugarcreek Local
002170,Benjamin Logan Elementary School,Elementary School,K-4,Public School,School,Open,Logan,www.benjaminlogan.org,bodinc@benjaminlogan.org,"4560 County Road 26, Bellefontaine, Ohio, 43311",(937) 592-4838,(937) 599-4063,N/A,N/A,N/A,N/A,N/A,N/A,Colleen Bodin,bodinc@benjaminlogan.org,(937) 592-4838,048074,Benjamin Logan Local
002196,Belle Haven PreK-6 School,Elementary School,"P,K-8",Public School,School,Open,Montgomery,N/A,N/A,"4401 Free Pike, Dayton, Ohio, 45416",(937) 542-4220,(937) 542-4221,N/A,N/A,N/A,N/A,N/A,N/A,Joy Stokes,jstokes@dps.k12.oh.us,(937) 554-5519,043844,Dayton City
002220,Bellefontaine High School,High School,9-12,Public School,School,Open,Logan,N/A,N/A,"555 E Lake Ave, Bellefontaine, Ohio, 43311",(937) 593-0545,(937) 593-0575,N/A,N/A,N/A,N/A,N/A,N/A,Pamela Noeth,noeth@bcs-k2.org,(614) 638-1967,043588,Bellefontaine City 
002246,Bellevue High School,High School,"9-12,SN",Public School,School,Open,Sandusky,N/A,N/A,"200 Oakland Ave, Bellevue, Ohio, 44811",(419) 484-5070,(419) 483-7157,N/A,N/A,N/A,N/A,N/A,N/A,Nathan Artino,Nate.Artino@BellevueSchools.org,(419) 217-5295,043596,Bellevue City
002253,Bellevue Middle School,Middle School,6-8,Public School,School,Open,Huron,N/A,N/A,"1035 Castalia St, Bellevue, Ohio, 44811",(419) 484-5060,N/A,N/A,N/A,N/A,N/A,N/A,N/A,John Bollinger,john.bollinger@bellevueschools.org,(419) 484-5066,043596,Bellevue City
002279,Bellville Elementary School,Elementary School,K-5,Public School,School,Open,Richland,N/A,devitok@clearfork.k12.oh.us,"195 School St, Bellville, Ohio, 44813",(419) 886-3244,(419) 886-3851,N/A,N/A,N/A,N/A,N/A,N/A,Kirsten DeVito,devitok@clearfork.k12.oh.us,(419) 886-3244,049411,Clear Fork Valley Local
002303,Belmont High School,High School,7-12,Public School,School,Open,Montgomery,N/A,N/A,"2615 Wayne Ave, Dayton, Ohio, 45420",(937) 542-6460,(937) 542-6461,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,043844,Dayton City
002311,Damascus Elementary,Elementary School,K-4,Public School,School,Open,Mahoning,N/A,N/A,"14405 Pricetown Road, Salem, Ohio, 44460",(330) 938-4500,(330) 938-4501,N/A,N/A,N/A,N/A,N/A,N/A,Caitlin Reash,caitlin.reash@wbwarriors.org,(330) 938-4500,048389,West Branch Local
002337,Belpre High School,High School,7-12,Public School,School,Open,Washington,N/A,N/A,"300 Stone Rd, Belpre, Ohio, 45714",(740) 423-3000,(740) 423-3003,N/A,N/A,N/A,N/A,N/A,N/A,Dennis Eichinger,bc_deichinger@belpre.k12.oh.us,(740) 591-2759,043604,Belpre City
002352,Gearity Professional Development School,Elementary School,K-5,Public School,School,Open,Cuyahoga,N/A,K_Hicks@chuh.org,"2323 Wrenford Rd, University Hts, Ohio, 44118",(216) 371-6515,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Katrina Hicks,K_hicks@chuh.org,(330) 908-1367,043794,Cleveland Heights-University Heights City
002378,Benjamin Franklin ,Elementary School,"P,K-8",Public School,School,Open,Cuyahoga,N/A,N/A,"1905 Spring Rd, Cleveland, Ohio, 44109",(216) 838-3150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rachel Snider,rachel.snider@clevelandmetroschools.org,(440) 862-8357,043786,Cleveland Municipal
002436,Berkshire High School,High School,7-12,Public School,School,Open,Geauga,N/A,N/A,", Burton, Ohio, 44021",(440) 834-4110,(440) 834-0440,N/A,N/A,N/A,N/A,N/A,N/A,Michael King,mking@twinsburgcsd.org,(330) 730-1781,047167,Berkshire Local
002444,Western Reserve Middle School,Middle School,6-8,Public School,School,Open,Mahoning,http://www.westernreserve.k12.oh.us,N/A,"13850 W Akron Canfield Rd, Berlin Center, Ohio, 44401",(330) 547-4100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Deborah Farelli,dfarelli@wrls.k12.oh.us,(330) 547-3941,048397,Western Reserve Local
002451,Berlin Elementary School,Elementary School,K-6,Public School,School,Open,Holmes,N/A,darren.blochlinger@eastholmes.org,"4978 W Main St, Berlin, Ohio, 44610",(330) 893-2817,(330) 893-3503,N/A,N/A,N/A,N/A,N/A,N/A,Darren Blochlinger,ehlm_blochli@tccsa.net,(330) 893-2817,047688,East Holmes Local 
002485,Edison Middle School (formerly Berlin-Milan Middle School),Middle School,4-8,Public School,School,Open,Erie,N/A,cosmith@edisonchargers.org,"20 Center St, Berlin Heights, Ohio, 44814",(419) 588-2078,(419) 588-3212,N/A,N/A,N/A,N/A,N/A,N/A,Cory Smith,cosmith@edisonchargers.org,(419) 588-2078,046789,Edison Local (formerly Berlin-Milan)
002493,Berne Union Elementary School,Elementary School,"K-6,P",Public School,School,Open,Fairfield,N/A,N/A,"506 N Main St, Sugar Grove, Ohio, 43155",(740) 746-9668,(740) 746-9824,N/A,N/A,N/A,N/A,N/A,N/A,Steven Templin,templins@buschools.com,(740) 746-9668,046854,Berne Union Local
002501,Berne Union High School,High School,7-12,Public School,School,Open,Fairfield,N/A,N/A,"506 N Main St, Sugar Grove, Ohio, 43155",(740) 746-9956,(740) 746-9824,N/A,N/A,N/A,N/A,N/A,N/A,Robert Starr,bob_starr@berne-union.k12.oh.us,(614) 836-0034,046854,Berne Union Local
002519,Berry Intermediate School,Elementary School,5-6,Public School,School,Open,Warren,N/A,N/A,"23 Oakwood Ave, Lebanon, Ohio, 45036",(513) 934-5700,(513) 228-1944,N/A,N/A,N/A,N/A,N/A,N/A,Elizabeth Kletzly,kletzly.elizabeth@lebanonschools.org,(513) 934-5706,044214,Lebanon City
002527,Berwick Alternative K-8 School,Elementary School,"P,K-8",Public School,School,Open,Franklin,N/A,N/A,"2655 Scottwood Rd, Columbus, Ohio, 43209",(614) 365-6140,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kyla Mitchell,kylamitchell@gmail.com,(614) 306-2936,043802,Columbus City School District
002543,Bethel Elementary School,Elementary School,K-5,Public School,School,Open,Miami,N/A,N/A,"7490 State Route 201, Tipp City, Ohio, 45371",(937) 845-9439,(937) 845-5007,N/A,N/A,N/A,N/A,N/A,N/A,Jodi Petty,pettyj@bethelk12.org,(937) 845-9439,048611,Bethel Local
002568,Bethel Tate High School,High School,9-12,Public School,School,Open,Clermont,N/A,N/A,"3420 State Route 125, Bethel, Ohio, 45106",(513) 734-2271,(513) 734-1355,N/A,N/A,N/A,N/A,N/A,N/A,Keith Hickman,keith.hickman@betheltate.org,(513) 903-7336,046318,Bethel-Tate Local
002576,Bethel High School,High School,9-12,Public School,School,Open,Miami,N/A,N/A,"7490 State Route 201, Tipp City, Ohio, 45371",(937) 845-9487,(937) 845-5007,N/A,N/A,N/A,N/A,N/A,N/A,Craig Vasil,vasilc@bethelk12.org,(937) 361-7184,048611,Bethel Local
002584,Bethel-Tate Middle School,Middle School,6-8,Public School,School,Open,Clermont,N/A,N/A,"649 W Plane St, Bethel, Ohio, 45106",(513) 734-2271,(513) 734-0888,N/A,N/A,N/A,N/A,N/A,N/A,Christen Davis,christen.davis@betheltate.org,(513) 722-0518,046318,Bethel-Tate Local
002634,Betty Jane Community Learning Center,Elementary School,K-5,Public School,School,Open,Summit,www.akronschools.com,N/A,"444 Darrow Rd, Akron, Ohio, 44305",(330) 794-4117,(330) 794-6970,N/A,N/A,N/A,N/A,N/A,N/A,Jennifer Lucas,jlucas@akron.k12.oh.us,(330) 791-4117,043489,Akron City
002642,Beverly Elementary School,Elementary School,K-8,Public School,School,Open,Lucas,N/A,mrowley@tps.org,"3548 S Detroit Ave, Toledo, Ohio, 43614",(419) 671-2600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Matthew Rowley,mrowley@tps.org,(419) 973-4523,044909,Toledo City
002659,Beverly-Center Elementary School,Elementary School,K-6,Public School,School,Open,Washington,N/A,ff_mmiller@seovec.org,"510 5th St, Beverly, Ohio, 45715",(740) 984-2371,(740) 984-8167,N/A,N/A,N/A,N/A,N/A,N/A,Megan Miller,megan.miller@fortfrye.org,(740) 984-8292,050484,Fort Frye Local
002667,Beverly Gardens Elementary School,Elementary School,K-4,Public School,School,Open,Montgomery,N/A,cristal.fields@madriverschools.org,"5555 Enright Ave, Dayton, Ohio, 45431",(937) 259-6620,(937) 259-6614,N/A,N/A,N/A,N/A,N/A,N/A,Cristal Fields,cristal.fields@madriverschools.org,N/A,048702,Mad River Local
002675,Bexley High School,High School,9-12,Public School,School,Open,Franklin,N/A,N/A,"326 S Cassingham Rd, Bexley, Ohio, 43209",(614) 231-4591,(614) 338-2087,N/A,N/A,N/A,N/A,N/A,N/A,Harley Williams,harley.williams@bexleyschools.org,(614) 231-4591,043620,Bexley City
